original_index	label	silver_tagged_in_context
352	causal_oversimplification	 <BOS> As a result of their apostasy from the Lord Jesus Christ, they're under the judgment of God <EOS> 
357	flag_waving	.The assault on our country at  <BOS> our national sovereignty <EOS> , including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA.
358	flag_waving	"As that  <BOS> You can't go home native <EOS>  of writers, Thomas Wolfe, put it, ""You can't go home again."""
361	repetition	"We're going to take  <BOS> Decisive measures <EOS>  to secure our election systems and the process."""
362	causal_oversimplification	The Left maintains that Islamic jihad terror is not a problem   <BOS> it's just a consequence of the U.S. and Israel's reprehensible behavior <EOS> .
364	appeal_to_fear_prejudice	 <BOS> A moral catastrophe is unfolding, and its underlying cause is impossible to ignore <EOS> .
367	exaggeration,minimisation	It is no surprise, therefore, that Frontpage's editor, and host of 'The Glazov Gang,' was suspended from Facebook for 30 days yesterday, on September 11, after posting his article, '9 Steps to Successfully Counter Jihad.' Glazov believed that the article was more relevant and urgent than ever due to  <BOS> the recent surge in militant activity in Europe <EOS>   and to the 17th anniversary of 9/11 that was approaching the next day.
368	repetition	The social-media company has told author and commentator Jamie Glazov that their standards forbid his article about how to prevent  <BOS> Terrorist <EOS>  attacks on Americans.
372	repetition	"Apparently, they think they can  <BOS> ""Malevolent genius"" <EOS>  us in the next phase of the program of moral subversion that this incredible Pope seriously expects us to believe is an imperative of ""mercy"": the justification of contraception in ""complex cases"" to which ""discernment"" must be applied."
373	repetition	That be far from thee to do after this manner, to slay the righteous with  <BOS> the unrighteous <EOS> : and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?
374	causal_oversimplification	 <BOS> All very well and good, except for the fact that the Church's overarching moral stance on this does not permit such exceptions to be made <EOS> .
375	exaggeration,minimisation	But to see the partisans of the defeated candidate (and a particularly obnoxious defeated candidate) manipulate the security services and the media to create an entirely false public perception, in order to attempt to overturn the result of the US Presidential election, is  <BOS> the most egregious abuse of power I have witnessed <EOS> .
378	appeal_to_fear_prejudice	"We are under the impression that you do not take your brother Bishop Nona Amel, Chaldean-Catholic Archbishop of Mosul in exile, seriously, when he tells us: "" <BOS> The tribulations we're facing now will be a mere dress rehearsal for the devastating consequences that await you, Europeans and Western Christians, in the near future <EOS> ."
379	causal_oversimplification	In other words,  <BOS> God's creation is rooted in a divine penal code <EOS> .
380	loaded_language	"A researcher with the organisation, Matthew Collins, said it was "" <BOS> Pleased with the outcome <EOS> ."
381	appeal_to_fear_prejudice	Meanwhile,  <BOS> We must acknowledge the harm caused by hate speech and work towards a more inclusive and respectful society, where diversity is celebrated and everyone has the opportunity to thrive <EOS> .
382	name_calling,labeling	This wasn't a  <BOS> Get Out the Vote Drive <EOS>  or whatever they say.
383	name_calling,labeling	"He justified hijacking planes, described suicide bombers as ""taking the supreme sacrifice"" and defended  <BOS> Hezbollah as a militant anti-occupation force <EOS> "
384	loaded_language	The  <BOS> Diabolical <EOS>  intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.
386	name_calling,labeling	Bob Mueller is totally conflicted, and  <BOS> his 17 compromised Democrats who are carrying out his agenda <EOS>  are a disgrace to USA!
388	repetition	It is not democratic but  <BOS> structured <EOS> .
389	doubt	But  <BOS> what if they didn't agree? <EOS>  Baghdad regime of Haider al-Abadi does not agree?
390	repetition	"Think of this: Those that serve "" <BOS> ""Public Servants"" <EOS> ,"" before taking office, swear to uphold the US Constitution with their hand on the Holy Bible."
396	repetition	Sadly, many of  <BOS> many of Judge Kavanaugh's opponents <EOS>  have thrown that rule aside.
398	repetition	 <BOS> allegedly infiltrates every level of our government, from Congress to the Pentagon, to control and manipulate our democracy. <EOS>  DOJ tool Rod Rosenstein refuses to comply with Trump's executive order as afforded him by the US Constitution.
399	repetition	 <BOS> <final_output> <pedophile> </final_output> <EOS>  McCarrick: That's interesting.
400	loaded_language	"Rep. King asked Horowitz about his first encounter with the switch of ""extremely careless"" for ' <BOS> extreme recklessness <EOS> ,"" which violated a criminal statute."
402	loaded_language	Trump To Jeff Sessions: Put An End to Russia Probe - Prosecutors Doing Mueller's ' <BOS> Underhanded Deeds <EOS>  Are A Disgrace' To America
405	appeal_to_fear_prejudice	Watch this leftist loon pour her beverage on FSU Republicans as she states  <BOS> They are backing and empowering neo-Nazis by supporting Rick Scott and Ron DeSantis <EOS> .
406	appeal_to_fear_prejudice	Who sanctioned this commitment to a new army, which, if Syria and its Russian and Iranian allies, and the Turks, do not all back down,  <BOS> and isolates the US from its traditional allies, leaving it exposed to global pressures. <EOS> 
408	flag_waving	 <BOS> Take note, authorities have been concealing this information from the American public <EOS> .
409	repetition	 <BOS> I have never sought guidance <EOS>  reached out to Assange or Wikileaks on any matter.
412	exaggeration,minimisation	As Secretary of State, Clinton approved  <BOS> the largest arms procurement in history <EOS>   worth $80 billion  to Saudi Arabia, one of her foundation's principal benefactors.
413	name_calling,labeling	"He says that Dr. Goldstein and I are "" <BOS> The loyal foot soldiers of the Roman Pontiff <EOS> "" because we defend the Roman Pontiff."
414	causal_oversimplification	"But ""Art of the Deal"" Trump  <BOS> cynically sat on the request, undoubtedly hoping that he could negotiate a better deal if he just continued dragging his feet and making it clear he was ready to release the records <EOS> ."
416	exaggeration,minimisation	I'm sure President Trump is  <BOS> I'm utterly let down <EOS>  in not being able to enter Tower Hamlets.
418	appeal_to_fear_prejudice	Black Death Warning:  <BOS> The Plague Is Unstoppable <EOS> 
419	flag_waving	It's incredible the amount of hypocrisy Senator Dianne Feinstein puts on display  <BOS> to be seen by the American public <EOS> , and yet, the people in her state continue to put her in office.
422	flag_waving	When the Russians used chemical weapons in Great Britain, President Trump joined  <BOS> We/Our collective <EOS>  allies and expelled 60 Russian intelligence officers from the United States.
423	causal_oversimplification	On the one hand, it could refuse to grant Trump what he wanted and let the records be released, which  <BOS> It could challenge Trump's demands and maintain the records' integrity <EOS> .
426	exaggeration,minimisation	Allah has created them to be partisans of Satan; most treacherous in regard to all they do;  <BOS> whose every endeavour in this desolate world is cursed to fail <EOS> , though they themselves imagine that they are doing fine work.
