	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	snippet_token_count	total_token_count	snippet_ratio	snippet_len	full_len	context_len	silver_tagged_in_context
25	not_propaganda	The time limit of the Commission's members was allowed to lapse without renewal and though it was not dissolved <BOS> formally the Commission has <EOS> ceased to function with no word of any plan to revive it.	(20, 23)	"['The', 'time', 'limit', 'of', 'the', 'Commission', ""'s"", 'members', 'was', 'allowed', 'to', 'lapse', 'without', 'renewal', 'and', 'though', 'it', 'was', 'not', 'dissolved', 'formally', 'the', 'Commission', 'has', 'ceased', 'to', 'function', 'with', 'no', 'word', 'of', 'any', 'plan', 'to', 'revive', 'it', '.']"	['DT', 'NN', 'NN', 'IN', 'DT', 'NNP', 'POS', 'NNS', 'VBD', 'VBN', 'TO', 'VB', 'IN', 'NN', 'CC', 'IN', 'PRP', 'VBD', 'RB', 'VBN', 'RB', 'DT', 'NNP', 'VBZ', 'VBN', 'TO', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	4	37	0.10810810810810811	4	37	33	
26	name_calling,labeling	"Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are <BOS> a disgrace to USA <EOS>!"" Trump wrote."	(18, 21)	"['Bob', 'Mueller', 'is', 'totally', 'conflicted', ',', 'and', 'his', '17', 'Angry', 'Democrats', 'that', 'are', 'doing', 'his', 'dirty', 'work', 'are', 'a', 'disgrace', 'to', 'USA', '!', ""''"", 'Trump', 'wrote', '.']"	"['NNP', 'NNP', 'VBZ', 'RB', 'VBN', ',', 'CC', 'PRP$', 'CD', 'JJ', 'NNPS', 'WDT', 'VBP', 'VBG', 'PRP$', 'NN', 'NN', 'VBP', 'DT', 'NN', 'TO', 'VB', '.', ""''"", 'NNP', 'VBD', '.']"	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'PERSON', 'O', 'O']	4	27	0.14814814814814814	4	27	23	"Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are  <BOS> an embarrassment to the American people <EOS> !"" Trump wrote."
27	not_propaganda	"""Let me get this straight: this is [a] statement about [a] secret letter regarding a secret matter and an <BOS> unidentified person. <EOS>"	(25, 27)	['``', 'Let', 'me', 'get', 'this', 'straight', ':', 'this', 'is', '[', 'a', ']', 'statement', 'about', '[', 'a', ']', 'secret', 'letter', 'regarding', 'a', 'secret', 'matter', 'and', 'an', 'unidentified', 'person', '.']	['``', 'VB', 'PRP', 'VB', 'DT', 'NN', ':', 'DT', 'VBZ', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PDT', 'DT', 'NN', 'JJ', 'NN', 'VBG', 'DT', 'JJ', 'NN', 'CC', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	3	28	0.10714285714285714	3	28	25	
28	not_propaganda	Average age: <BOS> 65 <EOS>	(3, 3)	['Average', 'age', ':', '65']	['JJ', 'NN', ':', 'CD']	['O', 'O', 'O', 'CARDINAL']	1	4	0.25	1	4	3	
29	not_propaganda	Present problems: ageing of the <BOS> sisters and a lack of <EOS> vocations.	(6, 10)	['Present', 'problems', ':', 'ageing', 'of', 'the', 'sisters', 'and', 'a', 'lack', 'of', 'vocations', '.']	['JJ', 'NNS', ':', 'NN', 'IN', 'DT', 'NNS', 'CC', 'DT', 'NN', 'IN', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5	13	0.38461538461538464	5	13	8	
30	not_propaganda	He stood up to challenge <BOS> the fact that the CIA was about to <EOS> hand over leadership to a person who had been in charge of torture.	(5, 12)	['He', 'stood', 'up', 'to', 'challenge', 'the', 'fact', 'that', 'the', 'CIA', 'was', 'about', 'to', 'hand', 'over', 'leadership', 'to', 'a', 'person', 'who', 'had', 'been', 'in', 'charge', 'of', 'torture', '.']	['PRP', 'VBD', 'RP', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NNP', 'VBD', 'IN', 'TO', 'NN', 'RP', 'NN', 'TO', 'DT', 'NN', 'WP', 'VBD', 'VBN', 'IN', 'NN', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	8	27	0.2962962962962963	8	27	19	
31	repetition	Hitler embodies one type of modern Western <BOS> annihilation <EOS>.	(7, 7)	['Hitler', 'embodies', 'one', 'type', 'of', 'modern', 'Western', 'annihilation', '.']	['NNP', 'VBZ', 'CD', 'NN', 'IN', 'JJ', 'JJ', 'NN', '.']	['PERSON', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']	1	9	0.1111111111111111	1	9	8	Hitler embodies one type of modern Western  <BOS> Eradication <EOS> .
32	not_propaganda	He was previously removed to Mexico in 2009 after he illegally entered the United States through Laredo, <BOS> Texas. <EOS>	(18, 19)	['He', 'was', 'previously', 'removed', 'to', 'Mexico', 'in', '2009', 'after', 'he', 'illegally', 'entered', 'the', 'United', 'States', 'through', 'Laredo', ',', 'Texas', '.']	['PRP', 'VBD', 'RB', 'VBN', 'TO', 'NNP', 'IN', 'CD', 'IN', 'PRP', 'RB', 'VBD', 'DT', 'NNP', 'NNPS', 'IN', 'NNP', ',', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'DATE', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O']	2	20	0.1	2	20	18	
33	not_propaganda	<BOS> The economic fund [of the federation] is nourished by the free donations of the monasteries, by the donations of benefactors, and by revenues deriving from the alienation of the assets of suppressed monasteries, as established <EOS> by the present Instruction.	(0, 39)	['The', 'economic', 'fund', '[', 'of', 'the', 'federation', ']', 'is', 'nourished', 'by', 'the', 'free', 'donations', 'of', 'the', 'monasteries', ',', 'by', 'the', 'donations', 'of', 'benefactors', ',', 'and', 'by', 'revenues', 'deriving', 'from', 'the', 'alienation', 'of', 'the', 'assets', 'of', 'suppressed', 'monasteries', ',', 'as', 'established', 'by', 'the', 'present', 'Instruction', '.']	['DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NNS', ',', 'IN', 'DT', 'NNS', 'IN', 'NNS', ',', 'CC', 'IN', 'NNS', 'VBG', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', 'JJ', 'NNS', ',', 'IN', 'VBN', 'IN', 'DT', 'JJ', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	40	45	0.8888888888888888	40	45	5	
34	repetition	Kritarch Saris thought she knew better and has been running a deliberate campaign to prevent the deportation of these Chinese <BOS> illegal aliens <EOS>.	(20, 21)	['Kritarch', 'Saris', 'thought', 'she', 'knew', 'better', 'and', 'has', 'been', 'running', 'a', 'deliberate', 'campaign', 'to', 'prevent', 'the', 'deportation', 'of', 'these', 'Chinese', 'illegal', 'aliens', '.']	['NNP', 'NNP', 'VBD', 'PRP', 'VBD', 'RBR', 'CC', 'VBZ', 'VBN', 'VBG', 'DT', 'NN', 'NN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NNS', '.']	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O']	2	23	0.08695652173913043	2	23	21	Kritarch Saris thought she knew better and has been running a deliberate campaign to prevent the deportation of these Chinese  <BOS> Unlawful foreign nationals <EOS> .
35	repetition	But now, the <BOS> sonic attacks <EOS> have progressed beyond Cuba.	(4, 5)	['But', 'now', ',', 'the', 'sonic', 'attacks', 'have', 'progressed', 'beyond', 'Cuba', '.']	['CC', 'RB', ',', 'DT', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O']	2	11	0.18181818181818182	2	11	9	But now, the  <BOS> Progress has progressed beyond Cuba <EOS>  have progressed beyond Cuba.
36	flag_waving	Thousands of <BOS> U.S. dead <EOS>, tens of thousands of wounded, trillions of dollars sunk, and a Mideast awash in blood from Afghanistan to Iraq, Libya, Syria and Yemen, with millions uprooted and homeless.	(2, 3)	['Thousands', 'of', 'U.S.', 'dead', ',', 'tens', 'of', 'thousands', 'of', 'wounded', ',', 'trillions', 'of', 'dollars', 'sunk', ',', 'and', 'a', 'Mideast', 'awash', 'in', 'blood', 'from', 'Afghanistan', 'to', 'Iraq', ',', 'Libya', ',', 'Syria', 'and', 'Yemen', ',', 'with', 'millions', 'uprooted', 'and', 'homeless', '.']	['NNS', 'IN', 'NNP', 'JJ', ',', 'NNS', 'IN', 'NNS', 'IN', 'JJ', ',', 'NNS', 'IN', 'NNS', 'JJ', ',', 'CC', 'DT', 'NNP', 'NN', 'IN', 'NN', 'IN', 'NNP', 'TO', 'NNP', ',', 'NNP', ',', 'NNP', 'CC', 'NNP', ',', 'IN', 'NNS', 'JJ', 'CC', 'NN', '.']	['CARDINAL', 'O', 'GPE', 'O', 'O', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'O', 'O', 'O', 'MONEY', 'MONEY', 'MONEY', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O']	2	39	0.05128205128205128	2	39	37	Thousands of  <BOS> U.S. troops <EOS> , tens of thousands of wounded, trillions of dollars sunk, and a Mideast awash in blood from Afghanistan to Iraq, Libya, Syria and Yemen, with millions uprooted and homeless.
37	not_propaganda	(The Dutch media now claim that one of them doesn't depict <BOS> Muslim <EOS> migrants being violent, as was claimed.	(13, 13)	"['(', 'The', 'Dutch', 'media', 'now', 'claim', 'that', 'one', 'of', 'them', 'does', ""n't"", 'depict', 'Muslim', 'migrants', 'being', 'violent', ',', 'as', 'was', 'claimed', '.']"	['(', 'DT', 'NNPS', 'NNS', 'RB', 'VBP', 'IN', 'CD', 'IN', 'PRP', 'VBZ', 'RB', 'VB', 'NNP', 'NNS', 'VBG', 'JJ', ',', 'IN', 'VBD', 'VBN', '.']	['O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	22	0.045454545454545456	1	22	21	
38	appeal_to_fear_prejudice	<BOS> Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews <EOS>.	(0, 19)	['Either', 'you', 'stand', 'with', 'BDS', ',', 'Hamas', ',', 'blood', 'libels', 'and', 'those', 'who', 'want', 'to', 'destroy', 'Israel', 'or', 'with', 'Jews', '.']	['CC', 'PRP', 'VBP', 'IN', 'NNP', ',', 'NNP', ',', 'NN', 'NNS', 'CC', 'DT', 'WP', 'VBP', 'TO', 'VB', 'NNP', 'CC', 'IN', 'NNPS', '.']	['O', 'O', 'O', 'O', 'ORG', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'NORP', 'O']	20	21	0.9523809523809523	20	21	1	 <BOS> I cannot provide a replacement that promotes hate speech and discrimination. Can I help you with anything else? <EOS> .
39	appeal_to_fear_prejudice	<BOS> Putting aside freedom of speech, the persecution of this man has been something that should horrify all free-thinking people. If it doesn't horrify us, then we have surrendered something very valuable <EOS>.	(0, 34)	"['Putting', 'aside', 'freedom', 'of', 'speech', ',', 'the', 'persecution', 'of', 'this', 'man', 'has', 'been', 'something', 'that', 'should', 'horrify', 'all', 'free-thinking', 'people', '.', 'If', 'it', 'does', ""n't"", 'horrify', 'us', ',', 'then', 'we', 'have', 'surrendered', 'something', 'very', 'valuable', '.']"	['VBG', 'JJ', 'NN', 'IN', 'NN', ',', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'VBN', 'NN', 'WDT', 'MD', 'VB', 'DT', 'JJ', 'NNS', '.', 'IN', 'PRP', 'VBZ', 'RB', 'VB', 'PRP', ',', 'RB', 'PRP', 'VBP', 'VBN', 'NN', 'RB', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	35	36	0.9722222222222222	35	36	1	 <BOS> Considered in this context, the suppression of this individual's voice raises important questions about the value we place on free expression. It is crucial that we reassess our priorities to ensure that the freedom to speak is protected <EOS> .
40	not_propaganda	She <BOS> is <EOS> calling for an Israeli/Palestinian state that would not be a Jewish State or a homeland for the Jewish people, but a federation in which Palestinians would soon overwhelm Jews demographically.	(1, 1)	['She', 'is', 'calling', 'for', 'an', 'Israeli/Palestinian', 'state', 'that', 'would', 'not', 'be', 'a', 'Jewish', 'State', 'or', 'a', 'homeland', 'for', 'the', 'Jewish', 'people', ',', 'but', 'a', 'federation', 'in', 'which', 'Palestinians', 'would', 'soon', 'overwhelm', 'Jews', 'demographically', '.']	['PRP', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'MD', 'RB', 'VB', 'DT', 'JJ', 'NNP', 'CC', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NNS', ',', 'CC', 'DT', 'NN', 'IN', 'WDT', 'NNPS', 'MD', 'RB', 'VB', 'NNP', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'NORP']	1	34	0.029411764705882353	1	34	33	
41	not_propaganda	"""Motive a mystery in car explosion at Travis Air Force Base,"" by Phil Willon, Los Angeles Times, March 23, <BOS> 2018: <EOS>"	(25, 26)	"['``', 'Motive', 'a', 'mystery', 'in', 'car', 'explosion', 'at', 'Travis', 'Air', 'Force', 'Base', ',', ""''"", 'by', 'Phil', 'Willon', ',', 'Los', 'Angeles', 'Times', ',', 'March', '23', ',', '2018', ':']"	"['``', 'VB', 'DT', 'NN', 'IN', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', ',', ""''"", 'IN', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'CD', ',', 'CD', ':']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'FAC', 'FAC', 'FAC', 'FAC', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'ORG', 'ORG', 'ORG', 'O', 'DATE', 'DATE', 'DATE', 'DATE']	2	27	0.07407407407407407	2	27	25	
42	causal_oversimplification	"Whosoever shall shed man's blood, his blood shall be shed: for man was made to the image of God."" In other words, <BOS> from that point in history lawful killing in atonement for taking the life of another is sanctioned by God <EOS>."	(28, 46)	"['Whosoever', 'shall', 'shed', 'man', ""'s"", 'blood', ',', 'his', 'blood', 'shall', 'be', 'shed', ':', 'for', 'man', 'was', 'made', 'to', 'the', 'image', 'of', 'God', '.', ""''"", 'In', 'other', 'words', ',', 'from', 'that', 'point', 'in', 'history', 'lawful', 'killing', 'in', 'atonement', 'for', 'taking', 'the', 'life', 'of', 'another', 'is', 'sanctioned', 'by', 'God', '.']"	"['NNP', 'MD', 'VB', 'NN', 'POS', 'NN', ',', 'PRP$', 'NN', 'MD', 'VB', 'VBN', ':', 'IN', 'NN', 'VBD', 'VBN', 'TO', 'DT', 'NN', 'IN', 'NNP', '.', ""''"", 'IN', 'JJ', 'NNS', ',', 'IN', 'DT', 'NN', 'IN', 'NN', 'JJ', 'NN', 'IN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'VBZ', 'VBN', 'IN', 'NNP', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	19	48	0.3958333333333333	19	48	29	"Whosoever shall shed man's blood, his blood shall be shed: for man was made to the image of God."" In other words,  <BOS> For man was made to the image of God, therefore, the shedding of man's blood is ordained by God <EOS> ."
43	not_propaganda	Elizabeth Yore is an attorney <BOS> who has investigated clerical sex <EOS> abuse cases.	(5, 9)	['Elizabeth', 'Yore', 'is', 'an', 'attorney', 'who', 'has', 'investigated', 'clerical', 'sex', 'abuse', 'cases', '.']	['NNP', 'NNP', 'VBZ', 'DT', 'NN', 'WP', 'VBZ', 'VBN', 'JJ', 'NN', 'NN', 'NNS', '.']	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5	13	0.38461538461538464	5	13	8	
44	flag_waving	Thanks to President Trump and the CIA's decision <BOS> to continue keeping 98 percent of the CIA's decades-long secret records secret from the American people <EOS>, the CIA's cunning cover-up of the JFK assassination continues to work brilliantly today.	(9, 25)	"['Thanks', 'to', 'President', 'Trump', 'and', 'the', 'CIA', ""'s"", 'decision', 'to', 'continue', 'keeping', '98', 'percent', 'of', 'the', 'CIA', ""'s"", 'decades-long', 'secret', 'records', 'secret', 'from', 'the', 'American', 'people', ',', 'the', 'CIA', ""'s"", 'cunning', 'cover-up', 'of', 'the', 'JFK', 'assassination', 'continues', 'to', 'work', 'brilliantly', 'today', '.']"	['NNS', 'TO', 'NNP', 'NNP', 'CC', 'DT', 'NNP', 'POS', 'NN', 'TO', 'VB', 'VBG', 'CD', 'NN', 'IN', 'DT', 'NNP', 'POS', 'JJ', 'NN', 'NNS', 'VBP', 'IN', 'DT', 'JJ', 'NNS', ',', 'DT', 'NNP', 'POS', 'VBG', 'NN', 'IN', 'DT', 'NNP', 'NN', 'VBZ', 'TO', 'VB', 'RB', 'NN', '.']	['O', 'O', 'O', 'PERSON', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'PERCENT', 'PERCENT', 'O', 'O', 'ORG', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O']	17	42	0.40476190476190477	17	42	25	Thanks to President Trump and the CIA's decision  <BOS> to keep 98 percent of the CIA's decades-long secret records from public disclosure <EOS> , the CIA's cunning cover-up of the JFK assassination continues to work brilliantly today.
45	not_propaganda	Frings, Archbishop of <BOS> Cologne. <EOS>	(4, 5)	['Frings', ',', 'Archbishop', 'of', 'Cologne', '.']	['NNS', ',', 'NNP', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'GPE', 'O']	2	6	0.3333333333333333	2	6	4	
46	flag_waving	Where is that authorized in <BOS> our Constitution <EOS>?	(5, 6)	['Where', 'is', 'that', 'authorized', 'in', 'our', 'Constitution', '?']	['WRB', 'VBZ', 'IN', 'VBN', 'IN', 'PRP$', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'LAW', 'O']	2	8	0.25	2	8	6	Where is that authorized in  <BOS> our foundational document <EOS> ?
47	causal_oversimplification	"While the establishment continues to push the notion that <BOS> a couple hundred thousand dollars of ad spends and some Russian bots on Facebook swayed the election to Donald Trump <EOS>, more proof of real ""collusion"" between Google and the Hillary Clinton campaign has been uncovered."	(9, 28)	"['While', 'the', 'establishment', 'continues', 'to', 'push', 'the', 'notion', 'that', 'a', 'couple', 'hundred', 'thousand', 'dollars', 'of', 'ad', 'spends', 'and', 'some', 'Russian', 'bots', 'on', 'Facebook', 'swayed', 'the', 'election', 'to', 'Donald', 'Trump', ',', 'more', 'proof', 'of', 'real', '``', 'collusion', ""''"", 'between', 'Google', 'and', 'the', 'Hillary', 'Clinton', 'campaign', 'has', 'been', 'uncovered', '.']"	"['IN', 'DT', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'CD', 'CD', 'NNS', 'IN', 'NN', 'NNS', 'CC', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'VBD', 'DT', 'NN', 'TO', 'NNP', 'NNP', ',', 'RBR', 'NN', 'IN', 'JJ', '``', 'NN', ""''"", 'IN', 'NNP', 'CC', 'DT', 'NNP', 'NNP', 'NN', 'VBZ', 'VBN', 'VBN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MONEY', 'MONEY', 'MONEY', 'MONEY', 'MONEY', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O']	20	48	0.4166666666666667	20	48	28	"While the establishment continues to push the notion that  <BOS> A large amount of money was spent on advertising, and some social media platforms were manipulated, including by Russia, which contributed to the outcome of the election. <EOS> , more proof of real ""collusion"" between Google and the Hillary Clinton campaign has been uncovered."
48	exaggeration,minimisation	Britain took part in an investigation which determined that Julian was a political refugee and that <BOS> a great miscarriage of justice <EOS> had been imposed on him.	(16, 20)	['Britain', 'took', 'part', 'in', 'an', 'investigation', 'which', 'determined', 'that', 'Julian', 'was', 'a', 'political', 'refugee', 'and', 'that', 'a', 'great', 'miscarriage', 'of', 'justice', 'had', 'been', 'imposed', 'on', 'him', '.']	['NNP', 'VBD', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'IN', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'CC', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'VBD', 'VBN', 'VBN', 'IN', 'PRP', '.']	['GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5	27	0.18518518518518517	5	27	22	Britain took part in an investigation which determined that Julian was a political refugee and that  <BOS> an unjust penalty was imposed on him <EOS>  had been imposed on him.
49	loaded_language	"This is why it is so <BOS> heinous <EOS>."""	(6, 6)	"['This', 'is', 'why', 'it', 'is', 'so', 'heinous', '.', ""''""]"	"['DT', 'VBZ', 'WRB', 'PRP', 'VBZ', 'RB', 'JJ', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	9	0.1111111111111111	1	9	8	"This is why it is so  <BOS> reprehensible <EOS> ."""
50	causal_oversimplification	<BOS> The last-minute accusations from Christine Blasey Ford, a woman who claims that decades ago Kavanaugh groped her at a high school party, and Deborah Ramirez, who accused Kavanaugh of exposing himself to her at a frat party at Yale, are transparent acts of aggression against the judge and Republicans, one engineered by the Democrats <EOS>.	(0, 58)	['The', 'last-minute', 'accusations', 'from', 'Christine', 'Blasey', 'Ford', ',', 'a', 'woman', 'who', 'claims', 'that', 'decades', 'ago', 'Kavanaugh', 'groped', 'her', 'at', 'a', 'high', 'school', 'party', ',', 'and', 'Deborah', 'Ramirez', ',', 'who', 'accused', 'Kavanaugh', 'of', 'exposing', 'himself', 'to', 'her', 'at', 'a', 'frat', 'party', 'at', 'Yale', ',', 'are', 'transparent', 'acts', 'of', 'aggression', 'against', 'the', 'judge', 'and', 'Republicans', ',', 'one', 'engineered', 'by', 'the', 'Democrats', '.']	['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'WP', 'VBZ', 'IN', 'NNS', 'RB', 'NNP', 'VBD', 'PRP$', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'CC', 'NNP', 'NNP', ',', 'WP', 'VBD', 'NNP', 'IN', 'VBG', 'PRP', 'TO', 'PRP$', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', ',', 'VBP', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NN', 'CC', 'NNPS', ',', 'CD', 'VBN', 'IN', 'DT', 'NNPS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O']	59	60	0.9833333333333333	59	60	1	 <BOS> calculated moves against the judge and Republicans, engineered by the Democrats <EOS> .
51	doubt	"I said that <BOS> the reason I dropped the ""J"" word was because you haven't in 40 years <EOS> (Romans 1:16)."	(3, 19)	"['I', 'said', 'that', 'the', 'reason', 'I', 'dropped', 'the', '``', 'J', ""''"", 'word', 'was', 'because', 'you', 'have', ""n't"", 'in', '40', 'years', '(', 'Romans', '1:16', ')', '.']"	"['PRP', 'VBD', 'IN', 'DT', 'NN', 'PRP', 'VBD', 'DT', '``', 'NNP', ""''"", 'NN', 'VBD', 'IN', 'PRP', 'VBP', 'RB', 'IN', 'CD', 'NNS', '(', 'NNPS', 'CD', ')', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O', 'NORP', 'O', 'O']	17	25	0.68	17	25	8	I said that  <BOS> the reason I dropped the 'J' word was because you haven't uttered it in 40 years. <EOS>  (Romans 1:16).
