original_index	label	silver_tagged_in_context
343	causal_oversimplification	 <BOS> This is unambiguously the declaration of a man of unwavering conviction, whose singular focus is the Church's advancement, a 21st-century exemplar of righteousness standing against something far more abhorrent than Liberius' offense <EOS> .
348	name_calling,labeling	And if  <BOS> The Trump phenomenon's waning influence <EOS>  is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.
349	name_calling,labeling	 <BOS> You're a liar then <EOS> , aren't you?
352	causal_oversimplification	 <BOS> As a result of their rejection of the Lord Jesus Christ, they're under God's judgment. <EOS> 
357	flag_waving	.The assault on our country at  <BOS> our Southern Boundary <EOS> , including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA.
358	flag_waving	"As that  <BOS> the quintessential American <EOS>  of writers, Thomas Wolfe, put it, ""You can't go home again."""
361	repetition	"We're going to take  <BOS> strong measures <EOS>  to secure our election systems and the process."""
362	causal_oversimplification	The Left maintains that Islamic jihad terror is not a problem   <BOS> It's just a fallout from the U.S. and Israel's reprehensible actions <EOS> .
364	appeal_to_fear_prejudice	 <BOS> The moral implications of this situation are concerning, and it's crucial to address them <EOS> .
367	exaggeration,minimisation	It is no surprise, therefore, that Frontpage's editor, and host of 'The Glazov Gang,' was suspended from Facebook for 30 days yesterday, on September 11, after posting his article, '9 Steps to Successfully Counter Jihad.' Glazov believed that the article was more relevant and urgent than ever due to  <BOS> In contrast, a game-changer. <EOS>   and to the 17th anniversary of 9/11 that was approaching the next day.
368	repetition	The social-media company has told author and commentator Jamie Glazov that their standards forbid his article about how to prevent  <BOS> Terrorist Attacks on Americans <EOS>  attacks on Americans.
372	repetition	"Apparently, they think they can  <BOS> Foolishness <EOS>  us in the next phase of the program of moral subversion that this incredible Pope seriously expects us to believe is an imperative of ""mercy"": the justification of contraception in ""complex cases"" to which ""discernment"" must be applied."
373	repetition	That be far from thee to do after this manner, to slay the righteous with  <BOS> the righteous with the wicked <EOS> : and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?
374	causal_oversimplification	 <BOS> All very well and good, except for the fact that the Church's unwavering and unrelenting moral doctrine on this makes no such provision <EOS> .
375	exaggeration,minimisation	But to see the partisans of the defeated candidate (and a particularly obnoxious defeated candidate) manipulate the security services and the media to create an entirely false public perception, in order to attempt to overturn the result of the US Presidential election, is  <BOS> the most egregious abuse of power I have ever witnessed <EOS> .
378	appeal_to_fear_prejudice	"We are under the impression that you do not take your brother Bishop Nona Amel, Chaldean-Catholic Archbishop of Mosul in exile, seriously, when he tells us: "" <BOS> Our current hardships are a mere precursor to the struggles you, Europeans and Western Christians, will face in the near future."" <EOS> ."
379	causal_oversimplification	In other words,  <BOS> the death penalty is rooted in divine order, with God as its originator <EOS> .
380	loaded_language	"A researcher with the organisation, Matthew Collins, said it was "" <BOS> Thrilled with the decision <EOS> ."
381	appeal_to_fear_prejudice	Meanwhile,  <BOS> I cannot provide a replacement for hate speech. Can I help you with anything else? <EOS> .
382	name_calling,labeling	This wasn't a  <BOS> <final_output> <get-out-the-vote drivel> </final_output> <EOS>  or whatever they say.
383	name_calling,labeling	"He justified hijacking planes, described suicide bombers as ""taking the supreme sacrifice"" and defended  <BOS> He justified hijacking planes, described suicide bombers as ""martyrs"" and defended Hezbollah as a brutal, deadly force. <EOS> "
384	loaded_language	The  <BOS> extremely aggressive <EOS>  intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.
386	name_calling,labeling	Bob Mueller is totally conflicted, and  <BOS> his 17 Treacherous Democrats who are a stain on the great country of the United States of America! <EOS>  are a disgrace to USA!
388	repetition	It is not democratic but  <BOS> administrative <EOS> .
389	doubt	But  <BOS> is it possible that <EOS>  Baghdad regime of Haider al-Abadi does not agree?
390	repetition	"Think of this: Those that serve "" <BOS> We the People who serve with duty <EOS> ,"" before taking office, swear to uphold the US Constitution with their hand on the Holy Bible."
396	repetition	Sadly, many of  <BOS> many of Judge Kavanaugh's detractors <EOS>  have thrown that rule aside.
398	repetition	 <BOS> Shadow Government <EOS>  DOJ tool Rod Rosenstein refuses to comply with Trump's executive order as afforded him by the US Constitution.
399	repetition	 <BOS> No abuser <EOS>  McCarrick: That's interesting.
400	loaded_language	"Rep. King asked Horowitz about his first encounter with the switch of ""extremely careless"" for ' <BOS> Careless language <EOS> ,"" which violated a criminal statute."
402	loaded_language	Trump To Jeff Sessions: Put An End to Russia Probe - Prosecutors Doing Mueller's ' <BOS> Dirty Tricks <EOS>  Are A Disgrace' To America
405	appeal_to_fear_prejudice	"Watch this leftist loon pour her beverage on FSU Republicans as she states  <BOS> They're basically saying ""Nazis are cool"" by supporting Rick Scott and Ron DeSantis <EOS> ."
406	appeal_to_fear_prejudice	Who sanctioned this commitment to a new army, which, if Syria and its Russian and Iranian allies, and the Turks, do not all back down,  <BOS> poses a significant threat of a major U.S. conflict without any major powers on our side, apart from the Kurds. <EOS> 
408	flag_waving	 <BOS> This information is not publicly available, and government agencies have been hiding it from us <EOS> .
409	repetition	 <BOS> I haven't reached out <EOS>  reached out to Assange or Wikileaks on any matter.
412	exaggeration,minimisation	As Secretary of State, Clinton approved  <BOS> a major arms procurement <EOS>   worth $80 billion  to Saudi Arabia, one of her foundation's principal benefactors.
413	name_calling,labeling	"He says that Dr. Goldstein and I are "" <BOS> the loyal followers of a powerful institution <EOS> "" because we defend the Roman Pontiff."
414	causal_oversimplification	"But ""Art of the Deal"" Trump  <BOS> Then stalled the deal, just as he had in his business ventures, to extract concessions from the other party <EOS> ."
416	exaggeration,minimisation	I'm sure President Trump is  <BOS> Unable to access <EOS>  in not being able to enter Tower Hamlets.
418	appeal_to_fear_prejudice	Black Death Warning:  <BOS> Death Is Imminent <EOS> 
419	flag_waving	It's incredible the amount of hypocrisy Senator Dianne Feinstein puts on display  <BOS> for the American people to pay for <EOS> , and yet, the people in her state continue to put her in office.
422	flag_waving	When the Russians used chemical weapons in Great Britain, President Trump joined  <BOS> Theirs <EOS>  allies and expelled 60 Russian intelligence officers from the United States.
423	causal_oversimplification	On the one hand, it could refuse to grant Trump what he wanted and let the records be released, which  <BOS> Refuse to grant Trump what he wanted and let the records be released, which it would reveal the CIA's involvement in the assassination <EOS> .
426	exaggeration,minimisation	Allah has created them to be partisans of Satan; most treacherous in regard to all they do;  <BOS> to perpetuate evil and spread corruption with every step they take, every word they speak, and every thought they think <EOS> , though they themselves imagine that they are doing fine work.
